YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours),ENERGY SHARE
2020,CO,Total Electric Power Industry,Wind,13386228,0.247501961760766
2020,CT,Total Electric Power Industry,Coal,-19082,-0.000466605970233415
2020,CT,Total Electric Power Industry,Gas,23536813,0.575538070750836
2020,CT,Total Electric Power Industry,Hydroelectric,327265,0.00800250512778736
2020,CT,Total Electric Power Industry,Nuclear,15714855,0.38427026330324
2020,CT,Total Electric Power Industry,Oil,32587,0.000796839364427014
2020,CT,Total Electric Power Industry,Other,781758,0.0191160753630507
2020,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,213686,0.0052251945999003
2020,CT,Total Electric Power Industry,Total,41190572,1.00721972605227
2020,CT,Total Electric Power Industry,Wind,12184,0.000297931408726754
2020,DC,Total Electric Power Industry,Coal,0,0
2020,DC,Total Electric Power Industry,Gas,133536,0.664014639191662
2020,DC,Total Electric Power Industry,Hydroelectric,0,0
2020,DC,Total Electric Power Industry,Nuclear,0,0
2020,DC,Total Electric Power Industry,Oil,21,0.000104423581828308
2020,DC,Total Electric Power Industry,Other,54852,0.27275439573554
2020,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,12695,0.0631265414909698
2020,DC,Total Electric Power Industry,Total,201104,1
2020,DC,Total Electric Power Industry,Wind,0,0
2020,DE,Total Electric Power Industry,Coal,102274,0.0196477792557381
2020,DE,Total Electric Power Industry,Gas,4963643,0.953561628256348
2020,DE,Total Electric Power Industry,Hydroelectric,0,0
2020,DE,Total Electric Power Industry,Nuclear,0,0
2020,DE,Total Electric Power Industry,Oil,8061,0.00154859249252503
2020,DE,Total Electric Power Industry,Other,72042,0.013839933053776
2020,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,54173,0.0104071332461926
2020,DE,Total Electric Power Industry,Total,5205372,1
2020,DE,Total Electric Power Industry,Wind,5179,0.000994933695420808
2020,FL,Total Electric Power Industry,Coal,16597728,0.0665594220863221
2020,FL,Total Electric Power Industry,Gas,189420557,0.759605339067445
2020,FL,Total Electric Power Industry,Hydroelectric,231680,0.000929072154270699
2020,FL,Total Electric Power Industry,Nuclear,29419352,0.11797609090076
2020,FL,Total Electric Power Industry,Oil,1702037,0.00682542810013138
2020,FL,Total Electric Power Industry,Other,4025383,0.0161424001017552
2020,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,6509602,0.0261044973825313
2020,FL,Total Electric Power Industry,Total,250827799,1.00585775020678
2020,FL,Total Electric Power Industry,Wind,0,0
2020,GA,Total Electric Power Industry,Coal,13913935,0.11586515774119
2020,GA,Total Electric Power Industry,Gas,59177964,0.492791157473601
2020,GA,Total Electric Power Industry,Hydroelectric,4286207,0.0356924227521828
2020,GA,Total Electric Power Industry,Nuclear,32825697,0.273348593397159
2020,GA,Total Electric Power Industry,Oil,206521,0.00171975708107507
2020,GA,Total Electric Power Industry,Other,5855219,0.0487580165527733
2020,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,3780137,0.0314782388870085
2020,GA,Total Electric Power Industry,Total,120128938,1.00034665611501
2020,GA,Total Electric Power Industry,Wind,0,0
2020,HI,Total Electric Power Industry,Coal,1165147,0.130642409338599
2020,HI,Total Electric Power Industry,Gas,2874,0.000322247994835959
2020,HI,Total Electric Power Industry,Hydroelectric,98820,0.0110802181105391
2020,HI,Total Electric Power Industry,Nuclear,0,0
2020,HI,Total Electric Power Industry,Oil,6149205,0.689481204274619
2020,HI,Total Electric Power Industry,Other,265861,0.0298097335264728
2020,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,484030,0.054271989192919
2020,HI,Total Electric Power Industry,Total,9079019,1.01798735832553
2020,HI,Total Electric Power Industry,Wind,592238,0.0664048392364853
2020,IA,Total Electric Power Industry,Coal,14146835,0.237216925889169
2020,IA,Total Electric Power Industry,Gas,7036824,0.117994855902619
2020,IA,Total Electric Power Industry,Hydroelectric,1025215,0.0171910077890542
2020,IA,Total Electric Power Industry,Nuclear,2904863,0.0487093170302184
2020,IA,Total Electric Power Industry,Oil,111111,0.00186313121291593
2020,IA,Total Electric Power Industry,Other,207500,0.00347940101952151
2020,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,22082,0.000370275341267827
2020,IA,Total Electric Power Industry,Total,59636671,0.999999488569971
2020,IA,Total Electric Power Industry,Wind,34182302,0.573175597245264
2020,ID,Total Electric Power Industry,Coal,20044,0.00113501169043921
2020,ID,Total Electric Power Industry,Gas,4157098,0.23539986171929
2020,ID,Total Electric Power Industry,Hydroelectric,9508113,0.538406476203204
2020,ID,Total Electric Power Industry,Nuclear,0,0
2020,ID,Total Electric Power Industry,Oil,34,1.92528424840017E-06
2020,ID,Total Electric Power Industry,Other,611865,0.0346474719602168
2020,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,565601,0.0320277263582173
2020,ID,Total Electric Power Industry,Total,17686135,1.00149520972291
2020,ID,Total Electric Power Industry,Wind,2770570,0.156886317061473
2020,IL,Total Electric Power Industry,Coal,31237857,0.180284038520154
2020,IL,Total Electric Power Industry,Gas,24800810,0.143133704254137
2020,IL,Total Electric Power Industry,Hydroelectric,134981,0.000779020142242438
2020,IL,Total Electric Power Industry,Nuclear,100246068,0.578553323450005
2020,IL,Total Electric Power Industry,Oil,30312,0.000174940610542615
2020,IL,Total Electric Power Industry,Other,391023,0.00225672348760244
2020,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,78945,0.000455617791610147
2020,IL,Total Electric Power Industry,Total,173394526,1.00071734769027
2020,IL,Total Electric Power Industry,Wind,16225940,0.093645284053439
2020,IN,Total Electric Power Industry,Coal,47772885,0.531848693386125
2020,IN,Total Electric Power Industry,Gas,34324525,0.382130025690292
2020,IN,Total Electric Power Industry,Hydroelectric,270739,0.00301409854980845
2020,IN,Total Electric Power Industry,Nuclear,0,0
2020,IN,Total Electric Power Industry,Oil,113473,0.00126327867334375
2020,IN,Total Electric Power Industry,Other,447504,0.00498199800336664
2020,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,358753,0.00399394581881233
2020,IN,Total Electric Power Industry,Total,90072979,1.00276958761326
2020,IN,Total Electric Power Industry,Wind,6287548,0.0699983722649896
2020,KS,Total Electric Power Industry,Coal,16959839,0.310965206660161
2020,KS,Total Electric Power Industry,Gas,2802164,0.0513787605740634
2020,KS,Total Electric Power Industry,Hydroelectric,32402,0.000594103200284067
2020,KS,Total Electric Power Industry,Nuclear,10582482,0.194033899856445
2020,KS,Total Electric Power Industry,Oil,74857,0.00137253204319685
2020,KS,Total Electric Power Industry,Other,63698,0.00116792746286323
2020,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,57675,0.00105749342868908
2020,KS,Total Electric Power Industry,Total,54541831,1.00004556343598
2020,KS,Total Electric Power Industry,Wind,23963744,0.439384513338315
2020,KY,Total Electric Power Industry,Coal,43638313,0.687133718887358
2020,KY,Total Electric Power Industry,Gas,14384495,0.226499854466569
2020,KY,Total Electric Power Industry,Hydroelectric,5005493,0.0788170482198667
2020,KY,Total Electric Power Industry,Nuclear,0,0
2020,KY,Total Electric Power Industry,Oil,57217,0.000900945231168261
2020,KY,Total Electric Power Industry,Other,347311,0.00546879754587413
2020,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,42832,0.000674437424915654
2020,KY,Total Electric Power Industry,Total,63539829,1.00050519822425
2020,KY,Total Electric Power Industry,Wind,0,0
2020,LA,Total Electric Power Industry,Coal,3918424,0.0390005002581762
2020,LA,Total Electric Power Industry,Gas,72512916,0.721728939792914
2020,LA,Total Electric Power Industry,Hydroelectric,1203744,0.0119809949568444
2020,LA,Total Electric Power Industry,Nuclear,16949587,0.168701082927595
2020,LA,Total Electric Power Industry,Oil,3428732,0.034126542520977
2020,LA,Total Electric Power Industry,Other,2115708,0.0210578718383272
2020,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,39360,0.000391754360978244
2020,LA,Total Electric Power Industry,Total,100773772,1.00301231334419
2020,LA,Total Electric Power Industry,Wind,0,0
2020,MA,Total Electric Power Industry,Coal,0,0
2020,MA,Total Electric Power Industry,Gas,14177406,0.798335419492921
2020,MA,Total Electric Power Industry,Hydroelectric,441173,0.0248426286179538
2020,MA,Total Electric Power Industry,Nuclear,0,0
2020,MA,Total Electric Power Industry,Oil,36111,0.00203342489686117
2020,MA,Total Electric Power Industry,Other,1006001,0.0566483198933076
2020,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1404276,0.0790753449216197
2020,MA,Total Electric Power Industry,Total,18214175,1.02564750133716
2020,MA,Total Electric Power Industry,Wind,238275,0.013417360840176
2020,MD,Total Electric Power Industry,Coal,3359560,0.0936613502753593
2020,MD,Total Electric Power Industry,Gas,14091720,0.392863804457217
2020,MD,Total Electric Power Industry,Hydroelectric,1696803,0.0473052602517236
2020,MD,Total Electric Power Industry,Nuclear,15080557,0.420431643287967
2020,MD,Total Electric Power Industry,Oil,70379,0.00196209984969148
2020,MD,Total Electric Power Industry,Other,337373,0.00940563964520616
2020,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,527235,0.0146988123481733
2020,MD,Total Electric Power Industry,Total,36029146,1.00445845992572
2020,MD,Total Electric Power Industry,Wind,545676,0.0152129299589402
2020,ME,Total Electric Power Industry,Coal,55480,0.00564009657292971
2020,ME,Total Electric Power Industry,Gas,1904202,0.193581167526422
2020,ME,Total Electric Power Industry,Hydroelectric,3158195,0.32106209077404
2020,ME,Total Electric Power Industry,Nuclear,0,0
2020,ME,Total Electric Power Industry,Oil,36914,0.00375267708891722
2020,ME,Total Electric Power Industry,Other,2093921,0.212868000289934
2020,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,27699,0.00281588022663266
2020,ME,Total Electric Power Industry,Total,10001870,1.01679006326403
2020,ME,Total Electric Power Industry,Wind,2395141,0.243490024257092
2020,MI,Total Electric Power Industry,Coal,27961029,0.262404283676746
2020,MI,Total Electric Power Industry,Gas,37402488,0.351009008694497
2020,MI,Total Electric Power Industry,Hydroelectric,867861,0.00814456592552385
2020,MI,Total Electric Power Industry,Nuclear,30332546,0.28466012481951
2020,MI,Total Electric Power Industry,Oil,933672,0.00876217868623628
2020,MI,Total Electric Power Industry,Other,2101543,0.0197222314504548
2020,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,155168,0.00145619633274417
2020,MI,Total Electric Power Industry,Total,106624721,1.00063497435083
2020,MI,Total Electric Power Industry,Wind,6735092,0.0632064360634575
2020,MN,Total Electric Power Industry,Coal,14037834,0.249134828348102
2020,MN,Total Electric Power Industry,Gas,11814994,0.209685233642445
2020,MN,Total Electric Power Industry,Hydroelectric,1001844,0.0177801100206468
2020,MN,Total Electric Power Industry,Nuclear,14677288,0.260483463937218
2020,MN,Total Electric Power Industry,Oil,29964,0.000531782609526693
2020,MN,Total Electric Power Industry,Other,1155822,0.0205128166903071
2020,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,1633640,0.0289928361442793
2020,MN,Total Electric Power Industry,Total,56510143,1.00290719894762
2020,MN,Total Electric Power Industry,Wind,11831137,0.209971729659852
2020,MO,Total Electric Power Industry,Coal,51755690,0.713204184487002
2020,MO,Total Electric Power Industry,Gas,7560737,0.10418853011535
2020,MO,Total Electric Power Industry,Hydroelectric,1857292,0.0255938704751928
2020,MO,Total Electric Power Industry,Nuclear,7742120,0.106688025621927
2020,MO,Total Electric Power Industry,Oil,80803,0.00111348216435919
2020,MO,Total Electric Power Industry,Other,125320,0.00172693569344571
2020,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,100745,0.00138828707657348
2020,MO,Total Electric Power Industry,Total,72567879,1.00000048230729
2020,MO,Total Electric Power Industry,Wind,3345102,0.0460962020588623
2020,MS,Total Electric Power Industry,Coal,4593525,0.0689907353914283
2020,MS,Total Electric Power Industry,Gas,53661580,0.805950085493377
2020,MS,Total Electric Power Industry,Hydroelectric,0,0
2020,MS,Total Electric Power Industry,Nuclear,6470934,0.0971877796092101
2020,MS,Total Electric Power Industry,Oil,8395,0.000126085571235825
2020,MS,Total Electric Power Industry,Other,1417215,0.0212853320832614
2020,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,430117,0.00645998185148769
2020,MS,Total Electric Power Industry,Total,66581766,1
2020,MS,Total Electric Power Industry,Wind,0,0
2020,MT,Total Electric Power Industry,Coal,8490284,0.365366961289331
2020,MT,Total Electric Power Industry,Gas,302475,0.0130165694829514
2020,MT,Total Electric Power Industry,Hydroelectric,10747535,0.462504458543523
2020,MT,Total Electric Power Industry,Nuclear,0,0
2020,MT,Total Electric Power Industry,Oil,457211,0.0196754070580038
2020,MT,Total Electric Power Industry,Other,33303,0.00143314592442592
2020,MT,Total Electric Power Industry,Solar Thermal and Photovoltaic,32701,0.00140723973439786
2020,MT,Total Electric Power Industry,Total,23353290,1.00497469853877
2020,MT,Total Electric Power Industry,Wind,3058580,0.131621519428599
2020,NC,Total Electric Power Industry,Coal,20793289,0.167524338457351
2020,NC,Total Electric Power Industry,Gas,41401321,0.333556125333776
2020,NC,Total Electric Power Industry,Hydroelectric,7957492,0.0641107610767907
2020,NC,Total Electric Power Industry,Nuclear,42328762,0.34102819673062
2020,NC,Total Electric Power Industry,Oil,116591,0.000939333365927871
2020,NC,Total Electric Power Industry,Other,2461089,0.0198281429460083
2020,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,8273753,0.0666587665801461
2020,NC,Total Electric Power Industry,Total,124363443,1.0019532512078
2020,NC,Total Electric Power Industry,Wind,546267,0.00440108430157834
2020,ND,Total Electric Power Industry,Coal,24496807,0.581079437626809
2020,ND,Total Electric Power Industry,Gas,1526129,0.0362007253053822
2020,ND,Total Electric Power Industry,Hydroelectric,2450395,0.0581248874011844
2020,ND,Total Electric Power Industry,Nuclear,0,0
2020,ND,Total Electric Power Industry,Oil,30702,0.000728270459656979
2020,ND,Total Electric Power Industry,Other,519,1.23110015165778E-05
2020,ND,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2020,ND,Total Electric Power Industry,Total,42176424,1.00045090525593
2020,ND,Total Electric Power Industry,Wind,13633854,0.323403462949519
2020,NE,Total Electric Power Industry,Coal,18788647,0.509886554691062
2020,NE,Total Electric Power Industry,Gas,1208709,0.0328019610796924
2020,NE,Total Electric Power Industry,Hydroelectric,1390089,0.0377242539563356
2020,NE,Total Electric Power Industry,Nuclear,6188551,0.16794498017446
2020,NE,Total Electric Power Industry,Oil,14034,0.000380854880531545
2020,NE,Total Electric Power Industry,Other,89701,0.00243430694303549
2020,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,53608,0.00145481462416525
2020,NE,Total Electric Power Industry,Total,36848681,1
2020,NE,Total Electric Power Industry,Wind,9115342,0.247372273650718
2020,NH,Total Electric Power Industry,Coal,128482,0.00787132640138888
2020,NH,Total Electric Power Industry,Gas,3638012,0.222879313087978
2020,NH,Total Electric Power Industry,Hydroelectric,1228270,0.0752487825456789
2020,NH,Total Electric Power Industry,Nuclear,9865196,0.604381763435158
2020,NH,Total Electric Power Industry,Oil,41688,0.00255397530409785
2020,NH,Total Electric Power Industry,Other,864607,0.0529693179272243
2020,NH,Total Electric Power Industry,Solar Thermal and Photovoltaic,3873,0.000237275627345302
2020,NH,Total Electric Power Industry,Total,16350578,1.00170246641061
2020,NH,Total Electric Power Industry,Wind,524872,0.0321557792605173
2020,NJ,Total Electric Power Industry,Coal,916718,0.0150747662149796
2020,NJ,Total Electric Power Industry,Gas,30828078,0.506945504186845
2020,NJ,Total Electric Power Industry,Hydroelectric,-94549,-0.00155479009996543
2020,NJ,Total Electric Power Industry,Nuclear,26738258,0.43969136456992
2020,NJ,Total Electric Power Industry,Oil,66592,0.00109505740237229
2020,NJ,Total Electric Power Industry,Other,736250,0.0121071001396054
2020,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,1305029,0.02146026049316
2020,NJ,Total Electric Power Industry,Total,61106458,1.00485162130063
2020,NJ,Total Electric Power Industry,Wind,20014,0.000329115792453734
2020,NM,Total Electric Power Industry,Coal,12788184,0.37528456823916
2020,NM,Total Electric Power Industry,Gas,12001908,0.352210357766679
2020,NM,Total Electric Power Industry,Hydroelectric,202708,0.00594870892212871
2020,NM,Total Electric Power Industry,Nuclear,0,0
2020,NM,Total Electric Power Industry,Oil,32517,0.000954250291161963
2020,NM,Total Electric Power Industry,Other,78251,0.00229636926941953
2020,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,1748602,0.0513148189447486
2020,NM,Total Electric Power Industry,Total,34075584,0.999988804425806
2020,NM,Total Electric Power Industry,Wind,7224177,0.212002122140897
2020,NV,Total Electric Power Industry,Coal,1953201,0.0483323916745444
2020,NV,Total Electric Power Industry,Gas,26801321,0.663204628692691
2020,NV,Total Electric Power Industry,Hydroelectric,1923366,0.0475941179865778
2020,NV,Total Electric Power Industry,Nuclear,0,0
2020,NV,Total Electric Power Industry,Oil,6265,0.000155028813645406
2020,NV,Total Electric Power Industry,Other,3855165,0.0953969124273411
2020,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,5534819,0.136960322954837
2020,NV,Total Electric Power Industry,Total,40424745,1.00031927522236
2020,NV,Total Electric Power Industry,Wind,324803,0.00803732222800779
2020,NY,Total Electric Power Industry,Coal,143692,0.00111448152604082
2020,NY,Total Electric Power Industry,Gas,52965593,0.410803488811464
2020,NY,Total Electric Power Industry,Hydroelectric,29221934,0.226646616361273
2020,NY,Total Electric Power Industry,Nuclear,38430076,0.298065374177718
2020,NY,Total Electric Power Industry,Oil,349651,0.00271190866618669
2020,NY,Total Electric Power Industry,Other,1960503,0.0152057482340534
2020,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,839958,0.00651475150774012
2020,NY,Total Electric Power Industry,Total,129430271,1.00386692328005
2020,NY,Total Electric Power Industry,Wind,4521726,0.0350707074354762
2020,OH,Total Electric Power Industry,Coal,45008596,0.367309455550715
2020,OH,Total Electric Power Industry,Gas,54630862,0.445835550557637
2020,OH,Total Electric Power Industry,Hydroelectric,374222,0.00305397837948777
2020,OH,Total Electric Power Industry,Nuclear,18219025,0.148683157177684
2020,OH,Total Electric Power Industry,Oil,1174405,0.00958417056924055
2020,OH,Total Electric Power Industry,Other,673765,0.00549851089154453
2020,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,163611,0.00133520866396517
2020,OH,Total Electric Power Industry,Total,122538182,1.00001859455013
2020,OH,Total Electric Power Industry,Wind,2289139,0.0186813736595985
2020,OK,Total Electric Power Industry,Coal,5937510,0.0712229706582607
2020,OK,Total Electric Power Industry,Gas,44828786,0.537740451792662
2020,OK,Total Electric Power Industry,Hydroelectric,2736621,0.0328269387648661
2020,OK,Total Electric Power Industry,Nuclear,0,0
2020,OK,Total Electric Power Industry,Oil,26454,0.000317327038740757
2020,OK,Total Electric Power Industry,Other,352824,0.00423227470766873
2020,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,63297,0.000759274573643822
2020,OK,Total Electric Power Industry,Total,83367729,1.00003154797429
2020,OK,Total Electric Power Industry,Wind,29416977,0.352869214489867
2020,OR,Total Electric Power Industry,Coal,1630145,0.0256300728536053
2020,OR,Total Electric Power Industry,Gas,19019913,0.299041959984685
2020,OR,Total Electric Power Industry,Hydroelectric,31920643,0.501874621965486
2020,OR,Total Electric Power Industry,Nuclear,0,0
2020,OR,Total Electric Power Industry,Oil,2339,3.67750969420406E-05
2020,OR,Total Electric Power Industry,Other,1152669,0.0181229218542476
2020,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,1077902,0.0169473922804701
2020,OR,Total Electric Power Industry,Total,63624782,1.00034524410697
2020,OR,Total Electric Power Industry,Wind,8777254,0.138001011857595
2020,PA,Total Electric Power Industry,Coal,23458271,0.102123927425728
2020,PA,Total Electric Power Industry,Gas,121343093,0.52825859259386
2020,PA,Total Electric Power Industry,Hydroelectric,2078198,0.00904728834142521
2020,PA,Total Electric Power Industry,Nuclear,76521394,0.333130488916747
2020,PA,Total Electric Power Industry,Oil,64940,0.000282711707398503
2020,PA,Total Electric Power Industry,Other,1911050,0.00831962131850798
2020,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,139497,0.000607290345657051
2020,PA,Total Electric Power Industry,Total,230143279,1.00191252467478
2020,PA,Total Electric Power Industry,Wind,3748207,0.0163175546759011
2020,RI,Total Electric Power Industry,Coal,0,0
2020,RI,Total Electric Power Industry,Gas,8272365,0.930007959581515
2020,RI,Total Electric Power Industry,Hydroelectric,3555,0.000399665427760052
2020,RI,Total Electric Power Industry,Nuclear,0,0
2020,RI,Total Electric Power Industry,Oil,4479,0.000503544711937349
2020,RI,Total Electric Power Industry,Other,205172,0.0230661477199397
2020,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,194634,0.0218814292170605
2020,RI,Total Electric Power Industry,Total,8894940,1
2020,RI,Total Electric Power Industry,Wind,214735,0.0241412533417876
2020,SC,Total Electric Power Industry,Coal,12459093,0.126480618743563
2020,SC,Total Electric Power Industry,Gas,24227930,0.245953985356376
2020,SC,Total Electric Power Industry,Hydroelectric,3184205,0.0323250030003265
2020,SC,Total Electric Power Industry,Nuclear,54751088,0.555815057093102
2020,SC,Total Electric Power Industry,Oil,64149,0.000651219572065223
2020,SC,Total Electric Power Industry,Other,2075084,0.0210655710062416
2020,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1721546,0.0174765693839436
2020,SC,Total Electric Power Industry,Total,98528797,1.00023197584438
2020,SC,Total Electric Power Industry,Wind,0,0
2020,SD,Total Electric Power Industry,Coal,1648222,0.116510617897424
2020,SD,Total Electric Power Industry,Gas,1102466,0.0779318531550367
2020,SD,Total Electric Power Industry,Hydroelectric,5830613,0.412158267121025
2020,SD,Total Electric Power Industry,Nuclear,0,0
2020,SD,Total Electric Power Industry,Oil,7394,0.000522672011860993
2020,SD,Total Electric Power Industry,Other,11627,0.000821897143887986
2020,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,2051,0.00014498245825357
2020,SD,Total Electric Power Industry,Total,14146539,1
2020,SD,Total Electric Power Industry,Wind,5544166,0.391909710212512
2020,TN,Total Electric Power Industry,Coal,14245272,0.1768256065153
2020,TN,Total Electric Power Industry,Gas,15679395,0.194627279189051
2020,TN,Total Electric Power Industry,Hydroelectric,12731419,0.158034250695629
2020,TN,Total Electric Power Industry,Nuclear,36688195,0.455408105428005
2020,TN,Total Electric Power Industry,Oil,107933,0.00133976509455319
2020,TN,Total Electric Power Industry,Other,740214,0.00918822676752795
2020,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,324652,0.00402988351548537
2020,TN,Total Electric Power Industry,Total,80566010,1.00006048201591
2020,TN,Total Electric Power Industry,Wind,39185,0.000486400778539156
2020,TX,Total Electric Power Industry,Coal,78825275,0.166545086008775
2020,TX,Total Electric Power Industry,Gas,249240547,0.526605055764018
2020,TX,Total Electric Power Industry,Hydroelectric,1079347,0.00228048603634193
2020,TX,Total Electric Power Industry,Nuclear,41438705,0.0875532966845627
2020,TX,Total Electric Power Industry,Oil,141587,0.000299150483049052
2020,TX,Total Electric Power Industry,Other,1375514,0.00290623911475442
2020,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,8536923,0.0180371406923133
2020,TX,Total Electric Power Industry,Total,473514930,1.00046063579593
2020,TX,Total Electric Power Industry,Wind,92440997,0.195312909420257
2020,US-Total,Total Electric Power Industry,Coal,773392897,0.19318694922506
2020,US-Total,Total Electric Power Industry,Gas,1638608118,0.409310331811642
2020,US-Total,Total Electric Power Industry,Hydroelectric,279952690,0.0699297941812477
2020,US-Total,Total Electric Power Industry,Nuclear,789878863,0.197305002919272
2020,US-Total,Total Electric Power Industry,Oil,17341015,0.00433163764150268
2020,US-Total,Total Electric Power Industry,Other,70601313,0.0176356058125959
2020,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,89198715,0.0222810782106854
2020,US-Total,Total Electric Power Industry,Total,4009766846,1.00160555790898
2020,US-Total,Total Electric Power Industry,Wind,337938049,0.0844140422890111
2020,UT,Total Electric Power Industry,Coal,22806021,0.616003466859781
2020,UT,Total Electric Power Industry,Gas,9467534,0.255723423503506
2020,UT,Total Electric Power Industry,Hydroelectric,816724,0.0220601750505969
2020,UT,Total Electric Power Industry,Nuclear,0,0
2020,UT,Total Electric Power Industry,Oil,39555,0.00106840281922211
2020,UT,Total Electric Power Industry,Other,454267,0.0122700074195316
2020,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,2571077,0.0694462372705632
2020,UT,Total Electric Power Industry,Total,37087309,1.00174909601723
2020,UT,Total Electric Power Industry,Wind,802619,0.0216791910595685
2020,VA,Total Electric Power Industry,Coal,3762795,0.0366111140176084
2020,VA,Total Electric Power Industry,Gas,62622888,0.609306032531647
2020,VA,Total Electric Power Industry,Hydroelectric,950638,0.0092494850789031
2020,VA,Total Electric Power Industry,Nuclear,30140054,0.293255665932073
2020,VA,Total Electric Power Industry,Oil,230945,0.00224704075741479
2020,VA,Total Electric Power Industry,Other,3420450,0.0332801773526138
2020,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1371023,0.0133397326651501
2020,VA,Total Electric Power Industry,Total,103056001,1.00271075166459
2020,VA,Total Electric Power Industry,Wind,0,0
2020,VT,Total Electric Power Industry,Coal,0,0
2020,VT,Total Electric Power Industry,Gas,2021,0.000936653750021435
2020,VT,Total Electric Power Industry,Hydroelectric,1129673,0.523558857866385
2020,VT,Total Electric Power Industry,Nuclear,0,0
2020,VT,Total Electric Power Industry,Oil,1757,0.000814300167633677
2020,VT,Total Electric Power Industry,Other,459066,0.212758975956131
2020,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,182852,0.0847446865407815
2020,VT,Total Electric Power Industry,Total,2156407,0.999409551272871
2020,VT,Total Electric Power Industry,Wind,383586,0.177776974446176
2020,WA,Total Electric Power Industry,Coal,5170216,0.0445400876303828
2020,WA,Total Electric Power Industry,Gas,14306914,0.123250402551915
2020,WA,Total Electric Power Industry,Hydroelectric,76423326,0.658367394523809
2020,WA,Total Electric Power Industry,Nuclear,9427050,0.0812116230919559
2020,WA,Total Electric Power Industry,Oil,18515,0.000159501986469528
2020,WA,Total Electric Power Industry,Other,1388160,0.0119586431292217
2020,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,45872,0.000395175540012432
2020,WA,Total Electric Power Industry,Total,116114468,1.00029642472873
2020,WA,Total Electric Power Industry,Wind,9265597,0.0798207468175046
2020,WI,Total Electric Power Industry,Coal,23761097,0.386773765064049
2020,WI,Total Electric Power Industry,Gas,22002167,0.358142596284926
2020,WI,Total Electric Power Industry,Hydroelectric,2787757,0.0453780088930094
2020,WI,Total Electric Power Industry,Nuclear,9771333,0.159053904544247
2020,WI,Total Electric Power Industry,Oil,105259,0.00171336448552341
2020,WI,Total Electric Power Industry,Other,1135645,0.0184855813865059
2020,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,93016,0.00151407776043327
2020,WI,Total Electric Power Industry,Total,61448545,1.00023517884539
2020,WI,Total Electric Power Industry,Wind,1763375,0.0287035227359165
2020,WV,Total Electric Power Industry,Coal,50216398,0.886120714920959
2020,WV,Total Electric Power Industry,Gas,2823234,0.0498189083667283
2020,WV,Total Electric Power Industry,Hydroelectric,1592025,0.0280929414963622
2020,WV,Total Electric Power Industry,Nuclear,0,0
2020,WV,Total Electric Power Industry,Oil,142408,0.00251293768164065
2020,WV,Total Electric Power Industry,Other,6457,0.000113940499201967
2020,WV,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2020,WV,Total Electric Power Industry,Total,56661533,0.999851843823556
2020,WV,Total Electric Power Industry,Wind,1897803,0.0334887132115518
2020,WY,Total Electric Power Industry,Coal,33359104,0.7948017426258
